"","user_pk","domain_numeric","calendar_month","ncases_touched","prev_ncases_touched","active_months","months_on_cc"
"825",753,20,2014-10-01,11,16,8,9
"826",760,20,2014-04-01,1,3,8,12
"828",760,20,2014-07-01,3,1,8,12
"829",760,20,2014-08-01,3,3,8,12
"832",762,20,2014-07-01,7,3,7,13
"833",762,20,2014-08-01,1,7,7,13
"835",763,20,2014-07-01,6,9,8,9
"837",763,20,2014-10-01,12,6,8,9
"839",769,20,2014-08-01,2,4,7,10
"841",770,20,2014-07-01,5,6,8,9
"842",770,20,2014-08-01,5,5,8,9
"843",770,20,2014-09-01,8,5,8,9
"844",770,20,2014-10-01,12,8,8,9
"846",772,20,2014-01-01,2,3,13,15
"847",772,20,2014-02-01,3,2,13,15
"848",772,20,2014-03-01,1,3,13,15
"849",772,20,2014-04-01,4,1,13,15
"850",772,20,2014-05-01,1,4,13,15
"851",772,20,2014-06-01,1,1,13,15
"853",772,20,2014-09-01,1,1,13,15
"855",774,20,2014-06-01,4,1,10,13
"856",774,20,2014-07-01,11,4,10,13
"857",774,20,2014-08-01,2,11,10,13
"858",774,20,2014-09-01,6,2,10,13
"859",774,20,2014-10-01,2,6,10,13
"861",776,20,2014-04-01,2,1,6,11
"862",776,20,2014-05-01,3,2,6,11
"863",776,20,2014-06-01,2,3,6,11
"866",778,20,2014-06-01,1,1,10,13
"867",778,20,2014-07-01,2,1,10,13
"868",778,20,2014-08-01,4,2,10,13
"869",778,20,2014-09-01,2,4,10,13
"870",778,20,2014-10-01,2,2,10,13
"871",779,20,2013-12-01,2,1,14,17
"872",779,20,2014-01-01,1,2,14,17
"873",779,20,2014-02-01,4,1,14,17
"875",779,20,2014-05-01,2,2,14,17
"876",779,20,2014-06-01,1,2,14,17
"877",779,20,2014-07-01,1,1,14,17
"878",779,20,2014-08-01,1,1,14,17
"879",779,20,2014-09-01,2,1,14,17
"880",779,20,2014-10-01,2,2,14,17
"882",781,20,2014-05-01,2,5,9,13
"883",781,20,2014-06-01,1,2,9,13
"884",781,20,2014-07-01,1,1,9,13
"885",781,20,2014-08-01,4,1,9,13
"888",788,20,2014-05-01,3,1,8,13
"889",788,20,2014-06-01,1,3,8,13
"891",788,20,2014-09-01,2,1,8,13
"892",788,20,2014-10-01,2,2,8,13
"894",792,20,2014-05-01,3,1,11,13
"895",792,20,2014-06-01,2,3,11,13
"896",792,20,2014-07-01,3,2,11,13
"897",792,20,2014-08-01,4,3,11,13
"898",792,20,2014-09-01,5,4,11,13
"899",792,20,2014-10-01,6,5,11,13
"903",795,20,2014-06-01,1,1,10,10
"904",795,20,2014-07-01,10,1,10,10
"905",795,20,2014-08-01,5,10,10,10
"906",795,20,2014-09-01,8,5,10,10
"907",795,20,2014-10-01,4,8,10,10
"910",802,20,2014-07-01,1,2,8,14
"911",802,20,2014-08-01,3,1,8,14
"913",804,20,2014-03-01,1,5,9,13
"914",804,20,2014-04-01,4,1,9,13
"915",804,20,2014-05-01,6,4,9,13
"918",804,20,2014-10-01,1,4,9,13
"919",807,20,2014-07-01,4,3,9,9
"920",807,20,2014-08-01,9,4,9,9
"921",807,20,2014-09-01,7,9,9,9
"922",807,20,2014-10-01,6,7,9,9
"926",809,20,2014-03-01,6,1,10,13
"927",809,20,2014-04-01,2,6,10,13
"928",809,20,2014-05-01,6,2,10,13
"929",809,20,2014-06-01,2,6,10,13
"931",809,20,2014-10-01,4,1,10,13
"933",813,20,2014-06-01,7,14,8,13
"934",813,20,2014-07-01,1,7,8,13
"936",813,20,2014-10-01,7,7,8,13
"937",818,20,2013-12-01,1,2,14,16
"938",818,20,2014-01-01,1,1,14,16
"940",818,20,2014-04-01,3,3,14,16
"941",818,20,2014-05-01,1,3,14,16
"942",818,20,2014-06-01,1,1,14,16
"943",818,20,2014-07-01,1,1,14,16
"944",818,20,2014-08-01,2,1,14,16
"945",818,20,2014-09-01,3,2,14,16
"946",818,20,2014-10-01,6,3,14,16
"948",819,20,2014-04-01,2,2,7,11
"949",819,20,2014-05-01,9,2,7,11
"950",819,20,2014-06-01,6,9,7,11
"954",820,20,2014-06-01,2,1,7,13
"956",820,20,2014-10-01,1,1,7,13
"957",823,20,2014-03-01,3,1,9,14
"961",823,20,2014-10-01,1,2,9,14
"962",826,20,2014-06-01,3,10,10,10
"963",826,20,2014-07-01,10,3,10,10
"964",826,20,2014-08-01,10,10,10,10
"965",826,20,2014-09-01,14,10,10,10
"966",826,20,2014-10-01,14,14,10,10
"968",828,20,2014-05-01,6,1,6,10
"969",828,20,2014-06-01,1,6,6,10
"970",828,20,2014-07-01,1,1,6,10
"973",829,20,2014-04-01,3,1,8,16
"974",829,20,2014-05-01,1,3,8,16
"976",829,20,2014-09-01,1,1,8,16
"978",830,20,2014-04-01,1,1,10,13
"980",830,20,2014-07-01,2,3,10,13
"982",830,20,2014-10-01,1,6,10,13
"983",831,20,2014-09-01,1,1,7,8
"984",831,20,2014-10-01,1,1,7,8
"985",834,20,2013-11-01,1,1,6,10
"988",848,20,2014-05-01,1,1,7,12
"989",848,20,2014-06-01,2,1,7,12
"990",848,20,2014-07-01,1,2,7,12
"992",851,20,2014-04-01,3,3,9,12
"993",851,20,2014-05-01,4,3,9,12
"994",851,20,2014-06-01,6,4,9,12
"995",851,20,2014-07-01,3,6,9,12
"997",851,20,2014-10-01,4,6,9,12
"999",853,20,2014-04-01,1,1,7,13
"1000",853,20,2014-05-01,3,1,7,13
"1001",853,20,2014-06-01,1,3,7,13
"1002",853,20,2014-07-01,1,1,7,13
"1006",866,20,2013-11-01,4,1,9,17
"1008",866,20,2014-05-01,1,1,9,17
"1011",871,20,2014-06-01,6,5,11,11
"1012",871,20,2014-07-01,6,6,11,11
"1013",871,20,2014-08-01,6,6,11,11
"1014",871,20,2014-09-01,11,6,11,11
"1015",871,20,2014-10-01,10,11,11,11
"1017",873,20,2014-05-01,4,2,6,13
"1018",873,20,2014-06-01,5,4,6,13
"1019",873,20,2014-07-01,7,5,6,13
"1023",875,20,2014-07-01,2,4,9,18
"1024",875,20,2014-08-01,3,2,9,18
"1025",875,20,2014-09-01,13,3,9,18
"1026",875,20,2014-10-01,2,13,9,18
"1028",876,20,2014-10-01,1,3,6,8
"1030",882,20,2014-07-01,3,1,8,10
"1031",882,20,2014-08-01,5,3,8,10
"1032",882,20,2014-09-01,7,5,8,10
"1033",882,20,2014-10-01,11,7,8,10
"1034",883,20,2014-03-01,1,4,9,13
"1036",883,20,2014-06-01,1,2,9,13
"1037",883,20,2014-07-01,1,1,9,13
"1039",883,20,2014-10-01,1,1,9,13
"1040",886,20,2014-03-01,19,7,13,13
"1041",886,20,2014-04-01,27,19,13,13
"1042",886,20,2014-05-01,30,27,13,13
"1043",886,20,2014-06-01,11,30,13,13
"1044",886,20,2014-07-01,23,11,13,13
"1045",886,20,2014-08-01,4,23,13,13
"1046",886,20,2014-09-01,18,4,13,13
"1047",886,20,2014-10-01,15,18,13,13
"1049",887,20,2014-04-01,6,3,11,13
"1050",887,20,2014-05-01,5,6,11,13
"1051",887,20,2014-06-01,3,5,11,13
"1052",887,20,2014-07-01,1,3,11,13
"1053",887,20,2014-08-01,2,1,11,13
"1054",887,20,2014-09-01,4,2,11,13
"1055",887,20,2014-10-01,6,4,11,13
"1056",891,20,2014-03-01,2,2,8,13
"1057",891,20,2014-04-01,4,2,8,13
"1062",899,20,2014-03-01,4,6,12,13
"1064",899,20,2014-06-01,5,2,12,13
"1065",899,20,2014-07-01,5,5,12,13
"1066",899,20,2014-08-01,1,5,12,13
"1067",899,20,2014-09-01,3,1,12,13
"1068",899,20,2014-10-01,9,3,12,13
"1069",904,20,2013-11-01,1,2,10,12
"1070",904,20,2013-12-01,1,1,10,12
"1072",904,20,2014-03-01,4,1,10,12
"1073",904,20,2014-04-01,2,4,10,12
"1074",904,20,2014-05-01,1,2,10,12
"1076",909,20,2014-06-01,3,3,7,11
"1077",909,20,2014-07-01,3,3,7,11
"1078",909,20,2014-08-01,1,3,7,11
"1079",914,20,2013-12-01,3,4,12,12
"1080",914,20,2014-01-01,2,3,12,12
"1081",914,20,2014-02-01,1,2,12,12
"1082",914,20,2014-03-01,2,1,12,12
"1083",914,20,2014-04-01,2,2,12,12
"1084",914,20,2014-05-01,2,2,12,12
"1085",914,20,2014-06-01,1,2,12,12
"1087",919,20,2014-05-01,1,2,9,12
"1088",919,20,2014-06-01,1,1,9,12
"1089",919,20,2014-07-01,1,1,9,12
"1090",919,20,2014-08-01,1,1,9,12
"1091",919,20,2014-09-01,1,1,9,12
"1092",919,20,2014-10-01,1,1,9,12
"1093",920,20,2014-07-01,4,1,9,10
"1094",920,20,2014-08-01,3,4,9,10
"1095",920,20,2014-09-01,7,3,9,10
"1096",920,20,2014-10-01,6,7,9,10
"1097",921,20,2014-03-01,5,1,14,14
"1098",921,20,2014-04-01,5,5,14,14
"1099",921,20,2014-05-01,6,5,14,14
"1100",921,20,2014-06-01,16,6,14,14
"1101",921,20,2014-07-01,9,16,14,14
"1102",921,20,2014-08-01,3,9,14,14
"1103",921,20,2014-09-01,37,3,14,14
"1104",921,20,2014-10-01,1,37,14,14
"1105",922,20,2014-03-01,5,4,7,12
"1109",923,20,2014-08-01,2,4,6,10
"1113",927,20,2014-10-01,1,10,8,10
"1116",933,20,2013-12-01,2,2,12,16
"1117",933,20,2014-01-01,5,2,12,16
"1118",933,20,2014-02-01,1,5,12,16
"1120",933,20,2014-05-01,2,4,12,16
"1122",933,20,2014-08-01,1,5,12,16
"1123",933,20,2014-09-01,4,1,12,16
"1124",933,20,2014-10-01,3,4,12,16
"1129",937,20,2014-10-01,1,2,7,11
"1130",938,20,2014-07-01,4,1,8,9
"1131",938,20,2014-08-01,1,4,8,9
"1132",938,20,2014-09-01,1,1,8,9
"1133",938,20,2014-10-01,3,1,8,9
"1135",939,20,2014-06-01,5,1,8,13
"1136",939,20,2014-07-01,1,5,8,13
"1137",939,20,2014-08-01,6,1,8,13
"1138",939,20,2014-09-01,1,6,8,13
"1139",939,20,2014-10-01,5,1,8,13
"1140",941,20,2014-06-01,3,1,10,10
"1141",941,20,2014-07-01,3,3,10,10
"1142",941,20,2014-08-01,7,3,10,10
"1143",941,20,2014-09-01,2,7,10,10
"1144",941,20,2014-10-01,4,2,10,10
"1145",942,20,2014-04-01,1,1,9,12
"1146",942,20,2014-05-01,3,1,9,12
"1148",942,20,2014-08-01,9,3,9,12
"1149",942,20,2014-09-01,1,9,9,12
"1150",942,20,2014-10-01,4,1,9,12
"1151",946,20,2014-06-01,3,5,10,10
"1152",946,20,2014-07-01,2,3,10,10
"1153",946,20,2014-08-01,4,2,10,10
"1154",946,20,2014-09-01,7,4,10,10
"1155",946,20,2014-10-01,5,7,10,10
"1156",948,20,2014-03-01,1,1,7,13
"1159",948,20,2014-10-01,3,3,7,13
"1161",950,20,2014-05-01,1,1,6,12
"1163",951,20,2014-06-01,5,3,9,11
"1164",951,20,2014-07-01,7,5,9,11
"1165",951,20,2014-08-01,9,7,9,11
"1166",951,20,2014-09-01,11,9,9,11
"1167",951,20,2014-10-01,10,11,9,11
"1170",954,20,2014-06-01,1,1,10,13
"1171",954,20,2014-07-01,2,1,10,13
"1172",954,20,2014-08-01,1,2,10,13
"1173",954,20,2014-09-01,1,1,10,13
"1174",954,20,2014-10-01,1,1,10,13
"1178",958,20,2014-07-01,1,3,10,17
"1179",958,20,2014-08-01,2,1,10,17
"1181",959,20,2014-03-01,7,10,9,12
"1182",959,20,2014-04-01,14,7,9,12
"1183",959,20,2014-05-01,16,14,9,12
"1184",959,20,2014-06-01,11,16,9,12
"1186",962,20,2014-07-01,2,2,7,9
"1187",962,20,2014-08-01,2,2,7,9
"1188",962,20,2014-09-01,5,2,7,9
"1189",962,20,2014-10-01,2,5,7,9
"1191",969,20,2014-04-01,1,7,8,13
"1194",969,20,2014-10-01,8,2,8,13
"1195",971,20,2014-03-01,2,3,10,13
"1196",971,20,2014-04-01,6,2,10,13
"1197",971,20,2014-05-01,7,6,10,13
"1200",971,20,2014-10-01,2,3,10,13
"1203",976,20,2014-04-01,1,3,13,15
"1204",976,20,2014-05-01,1,1,13,15
"1205",976,20,2014-06-01,2,1,13,15
"1206",976,20,2014-07-01,2,2,13,15
"1207",976,20,2014-08-01,1,2,13,15
"1208",976,20,2014-09-01,1,1,13,15
"1211",979,20,2014-04-01,3,3,8,14
"1212",979,20,2014-05-01,1,3,8,14
"1213",979,20,2014-06-01,1,1,8,14
"1214",979,20,2014-07-01,1,1,8,14
"1216",980,20,2014-06-01,3,3,7,12
"1218",980,20,2014-09-01,2,6,7,12
"1220",983,20,2014-07-01,2,3,6,13
"1221",983,20,2014-08-01,7,2,6,13
"1222",983,20,2014-09-01,4,7,6,13
"1223",983,20,2014-10-01,2,4,6,13
"1225",984,20,2014-07-01,1,1,9,13
"1227",984,20,2014-10-01,4,4,9,13
"1229",987,20,2014-05-01,6,1,7,9
"1230",987,20,2014-06-01,1,6,7,9
"1233",1007,46,2013-05-01,13,2,16,19
"1234",1007,46,2013-06-01,1,13,16,19
"1235",1007,46,2013-07-01,6,1,16,19
"1237",1007,46,2013-10-01,3,1,16,19
"1238",1007,46,2013-11-01,2,3,16,19
"1239",1007,46,2013-12-01,1,2,16,19
"1240",1007,46,2014-01-01,4,1,16,19
"1241",1007,46,2014-02-01,1,4,16,19
"1242",1007,46,2014-03-01,2,1,16,19
"1243",1007,46,2014-04-01,2,2,16,19
"1244",1007,46,2014-05-01,2,2,16,19
"1245",1007,46,2014-06-01,1,2,16,19
"1246",1012,46,2013-05-01,13,3,17,21
"1247",1012,46,2013-06-01,6,13,17,21
"1248",1012,46,2013-07-01,6,6,17,21
"1249",1012,46,2013-08-01,6,6,17,21
"1250",1012,46,2013-09-01,7,6,17,21
"1251",1012,46,2013-10-01,5,7,17,21
"1252",1012,46,2013-11-01,3,5,17,21
"1253",1012,46,2013-12-01,14,3,17,21
"1254",1012,46,2014-01-01,1,14,17,21
"1255",1012,46,2014-02-01,6,1,17,21
"1256",1012,46,2014-03-01,3,6,17,21
"1257",1012,46,2014-04-01,10,3,17,21
"1259",1012,46,2014-07-01,10,15,17,21
"1260",1012,46,2014-08-01,2,10,17,21
"1262",1018,46,2013-09-01,3,1,9,13
"1264",1018,46,2014-02-01,1,5,9,13
"1267",1040,24,2014-04-01,6,3,7,17
"1269",1040,24,2014-08-01,10,3,7,17
"1270",1040,24,2014-09-01,9,10,7,17
"1271",1040,24,2014-10-01,1,9,7,17
"1272",1072,24,2014-06-01,16,2,6,9
"1273",1072,24,2014-07-01,1,16,6,9
"1274",1072,24,2014-08-01,18,1,6,9
"1275",1072,24,2014-09-01,1,18,6,9
"1276",1083,24,2014-10-01,4,9,6,6
"1277",1100,24,2014-10-01,6,12,6,6
"1278",1110,24,2014-03-01,1,1,8,11
"1280",1110,24,2014-07-01,4,1,8,11
"1281",1110,24,2014-08-01,1,4,8,11
"1283",1112,24,2014-04-01,3,1,6,17
"1286",1112,24,2014-10-01,4,8,6,17
"1288",1115,24,2014-07-01,10,3,6,17
"1289",1115,24,2014-08-01,40,10,6,17
"1290",1115,24,2014-09-01,3,40,6,17
"1291",1115,24,2014-10-01,1,3,6,17
"1293",1118,24,2014-10-01,1,15,6,8
"1296",1126,24,2014-08-01,10,26,6,17
"1297",1126,24,2014-09-01,6,10,6,17
"1298",1126,24,2014-10-01,2,6,6,17
"1299",1138,25,2013-07-01,2,4,14,20
"1300",1138,25,2013-08-01,2,2,14,20
"1303",1138,25,2014-02-01,2,1,14,20
"1305",1138,25,2014-06-01,2,3,14,20
"1306",1138,25,2014-07-01,1,2,14,20
"1307",1138,25,2014-08-01,1,1,14,20
"1308",1138,25,2014-09-01,1,1,14,20
"1310",1142,25,2013-06-01,4,1,7,19
"1312",1142,25,2014-05-01,1,7,7,19
"1314",1144,25,2013-05-01,9,5,6,18
"1316",1149,25,2013-04-01,5,16,10,18
"1317",1149,25,2013-05-01,25,5,10,18
"1318",1149,25,2013-06-01,23,25,10,18
"1319",1149,25,2013-07-01,3,23,10,18
"1320",1149,25,2013-08-01,1,3,10,18
"1323",1152,27,2014-04-01,9,3,7,12
"1324",1152,27,2014-05-01,6,9,7,12
"1325",1152,27,2014-06-01,10,6,7,12
"1326",1152,27,2014-07-01,9,10,7,12
"1327",1152,27,2014-08-01,4,9,7,12
"1330",1153,27,2014-07-01,3,1,7,12
"1331",1153,27,2014-08-01,1,3,7,12
"1334",1162,27,2014-07-01,1,1,6,11
"1335",1168,27,2014-02-01,2,6,11,12
"1336",1168,27,2014-03-01,5,2,11,12
"1337",1168,27,2014-04-01,5,5,11,12
"1338",1168,27,2014-05-01,4,5,11,12
"1340",1168,27,2014-08-01,3,13,11,12
"1342",1171,27,2014-04-01,1,1,10,14
"1343",1171,27,2014-05-01,1,1,10,14
"1347",1174,27,2014-04-01,2,3,9,14
"1348",1174,27,2014-05-01,2,2,9,14
"1349",1174,27,2014-06-01,2,2,9,14
"1350",1174,27,2014-07-01,7,2,9,14
"1351",1174,27,2014-08-01,4,7,9,14
"1352",1174,27,2014-09-01,3,4,9,14
"1356",1187,27,2014-02-01,4,4,14,14
"1357",1187,27,2014-03-01,1,4,14,14
"1358",1187,27,2014-04-01,5,1,14,14
"1359",1187,27,2014-05-01,4,5,14,14
"1360",1187,27,2014-06-01,4,4,14,14
"1361",1187,27,2014-07-01,12,4,14,14
"1362",1187,27,2014-08-01,9,12,14,14
"1363",1187,27,2014-09-01,4,9,14,14
"1364",1187,27,2014-10-01,14,4,14,14
"1367",1189,27,2014-06-01,3,1,10,15
"1370",1191,27,2014-01-01,3,3,13,13
"1371",1191,27,2014-02-01,2,3,13,13
"1372",1191,27,2014-03-01,1,2,13,13
"1373",1191,27,2014-04-01,4,1,13,13
"1374",1191,27,2014-05-01,3,4,13,13
"1375",1191,27,2014-06-01,3,3,13,13
"1376",1191,27,2014-07-01,10,3,13,13
"1377",1191,27,2014-08-01,4,10,13,13
"1379",1194,27,2014-04-01,7,2,10,14
"1380",1194,27,2014-05-01,10,7,10,14
"1381",1194,27,2014-06-01,4,10,10,14
"1382",1194,27,2014-07-01,7,4,10,14
"1383",1194,27,2014-08-01,6,7,10,14
"1385",1202,28,2014-09-01,20,35,8,8
"1386",1202,28,2014-10-01,50,20,8,8
"1389",1209,28,2014-10-01,8,18,6,7
"1393",1219,29,2014-03-01,18,26,7,9
"1396",1332,32,2014-09-01,8,1,6,6
"1397",1333,32,2014-09-01,14,20,6,6
"1398",1334,32,2014-09-01,18,16,6,6
"1399",1337,32,2014-09-01,12,20,6,6
"1400",1340,32,2014-09-01,9,10,6,6
"1401",1341,32,2014-09-01,2,3,6,6
"1402",1343,32,2014-09-01,10,12,6,6
"1403",1344,32,2014-09-01,16,15,6,6
"1405",1444,37,2014-06-01,3,5,7,23
"1406",1444,37,2014-07-01,1,3,7,23
"1407",1444,37,2014-08-01,1,1,7,23
"1408",1444,37,2014-09-01,1,1,7,23
"1409",1444,37,2014-10-01,1,1,7,23
"1410",1457,37,2014-09-01,1,1,7,7
"1411",1457,37,2014-10-01,1,1,7,7
"1412",1461,37,2014-10-01,1,1,6,6
"1413",1476,37,2014-10-01,2,1,6,6
"1414",1478,37,2014-10-01,2,2,6,6
"1415",1481,37,2014-10-01,1,1,6,6
"1416",1491,37,2014-09-01,3,2,7,7
"1417",1491,37,2014-10-01,5,3,7,7
"1418",1493,37,2014-10-01,1,1,6,6
"1419",1500,37,2014-09-01,2,5,7,7
"1420",1500,37,2014-10-01,5,2,7,7
"1421",1508,37,2014-09-01,1,1,7,7
"1422",1508,37,2014-10-01,1,1,7,7
"1423",1527,37,2014-09-01,2,2,7,7
"1424",1527,37,2014-10-01,2,2,7,7
"1427",1528,37,2014-07-01,1,1,7,23
"1428",1528,37,2014-08-01,2,1,7,23
"1429",1528,37,2014-09-01,1,2,7,23
"1430",1528,37,2014-10-01,1,1,7,23
"1432",1530,37,2014-05-01,1,1,8,23
"1433",1530,37,2014-06-01,2,1,8,23
"1434",1530,37,2014-07-01,3,2,8,23
"1435",1530,37,2014-08-01,2,3,8,23
"1436",1530,37,2014-09-01,1,2,8,23
"1437",1530,37,2014-10-01,1,1,8,23
"1438",1534,37,2014-10-01,1,2,6,6
"1439",1537,37,2014-10-01,2,1,6,6
"1440",1538,37,2014-09-01,1,1,7,7
"1441",1538,37,2014-10-01,1,1,7,7
"1442",1539,37,2014-10-01,1,1,6,6
"1443",1540,37,2014-09-01,1,1,7,7
"1444",1540,37,2014-10-01,1,1,7,7
"1445",1547,37,2014-09-01,1,1,7,7
"1446",1547,37,2014-10-01,1,1,7,7
"1447",1560,37,2014-09-01,1,1,7,7
"1448",1560,37,2014-10-01,1,1,7,7
"1450",1570,38,2014-07-01,6,9,8,9
"1451",1570,38,2014-08-01,15,6,8,9
"1452",1570,38,2014-09-01,6,15,8,9
"1453",1575,38,2014-06-01,3,1,6,6
"1454",1578,38,2014-06-01,22,6,8,10
"1455",1578,38,2014-07-01,24,22,8,10
"1456",1578,38,2014-08-01,13,24,8,10
"1457",1578,38,2014-09-01,11,13,8,10
"1458",1578,38,2014-10-01,1,11,8,10
"1459",1589,38,2014-06-01,11,1,6,8
"1461",1592,38,2014-06-01,1,3,8,10
"1462",1592,38,2014-07-01,1,1,8,10
"1464",1592,38,2014-10-01,5,2,8,10
"1465",1598,38,2014-06-01,9,1,6,6
"1468",1606,39,2014-03-01,16,15,13,13
"1469",1606,39,2014-04-01,17,16,13,13
"1470",1606,39,2014-05-01,1,17,13,13
"1471",1606,39,2014-06-01,16,1,13,13
"1472",1606,39,2014-07-01,3,16,13,13
"1473",1606,39,2014-08-01,9,3,13,13
"1474",1606,39,2014-09-01,19,9,13,13
"1475",1606,39,2014-10-01,15,19,13,13
"1477",1607,39,2014-01-01,31,20,12,46
"1478",1607,39,2014-02-01,22,31,12,46
"1479",1607,39,2014-03-01,31,22,12,46
"1480",1607,39,2014-04-01,13,31,12,46
"1481",1607,39,2014-05-01,14,13,12,46
"1482",1607,39,2014-06-01,25,14,12,46
"1483",1607,39,2014-07-01,28,25,12,46
"1484",1607,39,2014-08-01,5,28,12,46
"1485",1607,39,2014-09-01,6,5,12,46
"1486",1607,39,2014-10-01,13,6,12,46
"1487",1608,39,2014-09-01,22,14,8,8
"1488",1608,39,2014-10-01,8,22,8,8
"1489",1609,39,2014-03-01,11,14,13,13
"1490",1609,39,2014-04-01,12,11,13,13
"1491",1609,39,2014-05-01,5,12,13,13
"1492",1609,39,2014-06-01,11,5,13,13
"1493",1609,39,2014-07-01,8,11,13,13
"1494",1609,39,2014-08-01,7,8,13,13
"1495",1609,39,2014-09-01,7,7,13,13
"1496",1609,39,2014-10-01,10,7,13,13
"1498",1610,39,2013-11-01,38,15,14,46
"1499",1610,39,2013-12-01,32,38,14,46
"1500",1610,39,2014-01-01,32,32,14,46
"1501",1610,39,2014-02-01,23,32,14,46
"1502",1610,39,2014-03-01,22,23,14,46
"1503",1610,39,2014-04-01,20,22,14,46
"1504",1610,39,2014-05-01,18,20,14,46
"1505",1610,39,2014-06-01,22,18,14,46
"1506",1610,39,2014-07-01,22,22,14,46
"1507",1610,39,2014-08-01,4,22,14,46
"1508",1610,39,2014-09-01,17,4,14,46
"1509",1610,39,2014-10-01,20,17,14,46
"1510",1611,41,2014-03-01,4,1,10,11
"1511",1611,41,2014-04-01,5,4,10,11
"1513",1611,41,2014-07-01,5,6,10,11
"1514",1611,41,2014-08-01,4,5,10,11
"1515",1612,41,2014-02-01,3,1,8,8
"1516",1612,41,2014-03-01,1,3,8,8
"1517",1612,41,2014-04-01,3,1,8,8
"1519",1622,41,2014-03-01,3,11,6,8
"1520",1622,41,2014-04-01,5,3,6,8
"1523",1623,41,2014-08-01,4,2,8,11
"1524",1626,41,2014-03-01,1,2,7,7
"1525",1626,41,2014-04-01,1,1,7,7
"1526",1627,41,2014-03-01,1,2,7,7
"1527",1627,41,2014-04-01,1,1,7,7
"1528",1631,41,2014-03-01,2,2,7,8
"1529",1631,41,2014-04-01,2,2,7,8
"1530",1631,41,2014-05-01,1,2,7,8
"1531",1633,41,2014-03-01,1,2,7,10
"1535",1634,41,2014-06-01,5,5,6,10
"1536",1634,41,2014-07-01,1,5,6,10
"1537",1635,41,2014-02-01,1,1,6,6
"1538",1637,41,2014-04-01,3,8,6,6
"1540",1640,41,2014-02-01,4,1,8,8
"1541",1640,41,2014-03-01,3,4,8,8
"1542",1640,41,2014-04-01,3,3,8,8
"1543",1652,43,2014-10-01,29,20,6,6
"1544",1653,43,2014-09-01,1,1,6,6
"1545",1660,52,2013-10-01,12,12,18,18
"1546",1660,52,2013-11-01,16,12,18,18
"1547",1660,52,2013-12-01,15,16,18,18
"1548",1660,52,2014-01-01,21,15,18,18
"1549",1660,52,2014-02-01,28,21,18,18
"1550",1660,52,2014-03-01,13,28,18,18
"1551",1660,52,2014-04-01,22,13,18,18
"1552",1660,52,2014-05-01,22,22,18,18
"1553",1660,52,2014-06-01,21,22,18,18
"1554",1660,52,2014-07-01,35,21,18,18
"1555",1660,52,2014-08-01,20,35,18,18
"1556",1660,52,2014-09-01,11,20,18,18
"1557",1660,52,2014-10-01,15,11,18,18
"1558",1661,52,2013-02-01,19,18,27,27
"1559",1661,52,2013-03-01,15,19,27,27
"1560",1661,52,2013-04-01,9,15,27,27
"1561",1661,52,2013-05-01,13,9,27,27
"1562",1661,52,2013-06-01,17,13,27,27
"1563",1661,52,2013-07-01,22,17,27,27
"1564",1661,52,2013-08-01,31,22,27,27
"1565",1661,52,2013-09-01,19,31,27,27
"1566",1661,52,2013-10-01,29,19,27,27
"1567",1661,52,2013-11-01,25,29,27,27
"1568",1661,52,2013-12-01,37,25,27,27
"1569",1661,52,2014-01-01,22,37,27,27
"1570",1661,52,2014-02-01,33,22,27,27
"1571",1661,52,2014-03-01,32,33,27,27
"1572",1661,52,2014-04-01,34,32,27,27
"1573",1661,52,2014-05-01,31,34,27,27
"1574",1661,52,2014-06-01,31,31,27,27
"1575",1661,52,2014-07-01,34,31,27,27
"1576",1661,52,2014-08-01,21,34,27,27
"1577",1661,52,2014-09-01,32,21,27,27
"1578",1661,52,2014-10-01,34,32,27,27
"1579",1662,52,2013-01-01,15,16,27,27
"1580",1662,52,2013-02-01,17,15,27,27
"1581",1662,52,2013-03-01,18,17,27,27
"1582",1662,52,2013-04-01,13,18,27,27
"1583",1662,52,2013-05-01,19,13,27,27
"1584",1662,52,2013-06-01,19,19,27,27
"1585",1662,52,2013-07-01,28,19,27,27
"1586",1662,52,2013-08-01,26,28,27,27
"1587",1662,52,2013-09-01,16,26,27,27
"1588",1662,52,2013-10-01,34,16,27,27
"1589",1662,52,2013-11-01,14,34,27,27
"1590",1662,52,2013-12-01,18,14,27,27
"1591",1662,52,2014-01-01,31,18,27,27
"1592",1662,52,2014-02-01,15,31,27,27
"1593",1662,52,2014-03-01,26,15,27,27
"1594",1662,52,2014-04-01,24,26,27,27
"1595",1662,52,2014-05-01,28,24,27,27
"1596",1662,52,2014-06-01,26,28,27,27
"1597",1662,52,2014-07-01,25,26,27,27
"1598",1662,52,2014-08-01,29,25,27,27
"1599",1662,52,2014-09-01,26,29,27,27
"1600",1662,52,2014-10-01,22,26,27,27
"1601",1663,52,2013-02-01,18,23,24,26
"1602",1663,52,2013-03-01,12,18,24,26
"1603",1663,52,2013-04-01,14,12,24,26
"1604",1663,52,2013-05-01,16,14,24,26
"1605",1663,52,2013-06-01,6,16,24,26
"1606",1663,52,2013-07-01,13,6,24,26
"1607",1663,52,2013-08-01,11,13,24,26
"1608",1663,52,2013-09-01,10,11,24,26
"1609",1663,52,2013-10-01,29,10,24,26
"1610",1663,52,2013-11-01,18,29,24,26
"1611",1663,52,2013-12-01,20,18,24,26
